"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"LTU","Lithuania","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",46.82539,,
"LTU","Lithuania","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",49.37006,,
"LTU","Lithuania","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",44.71376,,
"LTU","Lithuania","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",45.89677,,
"LTU","Lithuania","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",42.99354,,
"LTU","Lithuania","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",42.20617,,
"LTU","Lithuania","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",40.93576,,
"LTU","Lithuania","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",45.44381,,
"LTU","Lithuania","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",8.054152,,
"LTU","Lithuania","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",8.5272,,
"LTU","Lithuania","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",11.31084,,
"LTU","Lithuania","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",10.72158,,
"LTU","Lithuania","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",6.57938,,
"LTU","Lithuania","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",-2.938207,,
"LTU","Lithuania","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",-12.75819,,
"LTU","Lithuania","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",-20.437,,
"LTU","Lithuania","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",-26.3087,,
"LTU","Lithuania","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",-26.60101,,
"LTU","Lithuania","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",-24.80091,,
"LTU","Lithuania","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",-22.66237,,
"LTU","Lithuania","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",-20.71134,,
"LTU","Lithuania","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",-16.52924,,
"LTU","Lithuania","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",-14.34324,,
"LTU","Lithuania","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",-13.2858,,
"LTU","Lithuania","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",-20.92467,,
"LTU","Lithuania","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",-16.98081,,
"RUS","Russia","AVERAGE","Average","12_1","Natural and semi-natural land cover","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",83.0120468139648,,
"RUS","Russia","AVERAGE","Average","12_1","Natural and semi-natural land cover","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",83.0628280639648,,
"RUS","Russia","AVERAGE","Average","12_1","Natural and semi-natural land cover","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",83.0079498291016,,
"RUS","Russia","AVERAGE","Average","12_1","Natural and semi-natural land cover","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",82.9281387329102,,
"RUS","Russia","AVERAGE","Average","12_2","Loss of natural and semi-natural land cover","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",0.6169098339,,
"RUS","Russia","AVERAGE","Average","12_2","Loss of natural and semi-natural land cover","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",0.5614693884,,
"RUS","Russia","AVERAGE","Average","12_3","Gain of natural and semi-natural land cover","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",0.4603885303,,
"RUS","Russia","AVERAGE","Average","12_4","Intact forest landscapes","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",2555779.09018,,
"RUS","Russia","AVERAGE","Average","12_4","Intact forest landscapes","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",2460796.26998,,
"RUS","Russia","AVERAGE","Average","12_6","Protected areas –marine","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",0.4567877718,,
"RUS","Russia","AVERAGE","Average","12_6","Protected areas –marine","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",0.4569215648,,
"RUS","Russia","AVERAGE","Average","12_6","Protected areas –marine","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",0.4569261784,,
"RUS","Russia","AVERAGE","Average","12_6","Protected areas –marine","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",0.4574290555,,
"RUS","Russia","AVERAGE","Average","12_6","Protected areas –marine","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",0.4574982588,,
"RUS","Russia","AVERAGE","Average","12_6","Protected areas –marine","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",1.2830253182,,
"RUS","Russia","AVERAGE","Average","12_6","Protected areas –marine","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",1.2925430757,,
"RUS","Russia","AVERAGE","Average","12_6","Protected areas –marine","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",1.2925430757,,
"RUS","Russia","AVERAGE","Average","12_6","Protected areas –marine","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",1.2931313036,,
"RUS","Russia","AVERAGE","Average","12_6","Protected areas –marine","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",1.37714293,,
"RUS","Russia","AVERAGE","Average","12_6","Protected areas –marine","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",1.3775189344,,
"RUS","Russia","AVERAGE","Average","12_6","Protected areas –marine","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",1.3775408488,,
"RUS","Russia","AVERAGE","Average","12_6","Protected areas –marine","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",1.377621586,,
"RUS","Russia","AVERAGE","Average","12_6","Protected areas –marine","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",1.3907113861,,
"RUS","Russia","AVERAGE","Average","12_6","Protected areas –marine","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",1.9599913934,,
"RUS","Russia","AVERAGE","Average","12_6","Protected areas –marine","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",1.9600086942,,
"RUS","Russia","AVERAGE","Average","12_6","Protected areas –marine","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",2.019765725,,
"RUS","Russia","AVERAGE","Average","12_6","Protected areas –marine","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",2.019765725,,
"RUS","Russia","AVERAGE","Average","12_7","Threatened species(Red List Index)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",0.95558,,
